Source Name,Characteristics[organism],Characteristics[cell line],Material Type,Protocol REF...5,Protocol REF...6,Extract Name,Protocol REF...8,Labeled Extract Name,Label,Protocol REF...11,Assay Name,Technology Type,Array Design REF,Term Source REF,Protocol REF...16,Array Data File,Comment [ArrayExpress FTP file],Factor Value[cell_line]
J132_EPA02P5_MZ7-mel_Skin_753596,Homo sapiens,MZ7-mel,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA02P5_MZ7-mel_Skin_753596,P-MTAB-44937,J132_EPA02P5_MZ7-mel_Skin_753596:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_A02,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_A02.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.1.zip,MZ7-mel
J132_EPA03P5_MDST8_Intestine_1240173,Homo sapiens,MDST8,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA03P5_MDST8_Intestine_1240173,P-MTAB-44937,J132_EPA03P5_MDST8_Intestine_1240173:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_A03,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_A03.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.1.zip,MDST8
J132_EPA04P5_U-118-MG_Brain_687588,Homo sapiens,U-118-MG,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA04P5_U-118-MG_Brain_687588,P-MTAB-44937,J132_EPA04P5_U-118-MG_Brain_687588:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_A04,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_A04.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.1.zip,U-118-MG
J132_EPA09P5_SiHa_Cervix_930297,Homo sapiens,SiHa,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA09P5_SiHa_Cervix_930297,P-MTAB-44937,J132_EPA09P5_SiHa_Cervix_930297:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_A09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_A09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip,SiHa
J132_EPA10P5_SCC-9_Head & Neck_909709,Homo sapiens,SCC-9,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA10P5_SCC-9_Head & Neck_909709,P-MTAB-44937,J132_EPA10P5_SCC-9_Head & Neck_909709:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_A10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_A10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip,SCC-9
J132_EPA11P5_SNU-182_Liver_1240216,Homo sapiens,SNU-182,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA11P5_SNU-182_Liver_1240216,P-MTAB-44937,J132_EPA11P5_SNU-182_Liver_1240216:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_A11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_A11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip,SNU-182
J132_EPA12P5_SK-N-SH_Brain_717431,Homo sapiens,SK-N-SH,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA12P5_SK-N-SH_Brain_717431,P-MTAB-44937,J132_EPA12P5_SK-N-SH_Brain_717431:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_A12,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_A12.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip,SK-N-SH
J132_EPB01P5_MS-1_Lung_753594,Homo sapiens,MS-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB01P5_MS-1_Lung_753594,P-MTAB-44937,J132_EPB01P5_MS-1_Lung_753594:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_B01,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_B01.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip,MS-1
J132_EPB02P5_MZ2-MEL_Skin_971777,Homo sapiens,MZ2-MEL,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB02P5_MZ2-MEL_Skin_971777,P-MTAB-44937,J132_EPB02P5_MZ2-MEL_Skin_971777:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_B02,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_B02.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.4.zip,MZ2-MEL
J132_EPB03P5_MOLM-13_Blood_1330947,Homo sapiens,MOLM-13,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB03P5_MOLM-13_Blood_1330947,P-MTAB-44937,J132_EPB03P5_MOLM-13_Blood_1330947:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_B03,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_B03.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.4.zip,MOLM-13
J132_EPB04P5_U-698-M_Blood_909777,Homo sapiens,U-698-M,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB04P5_U-698-M_Blood_909777,P-MTAB-44937,J132_EPB04P5_U-698-M_Blood_909777:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_B04,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_B04.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.4.zip,U-698-M
J132_EPB05P5_WM793B_Skin_1299081,Homo sapiens,WM793B,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB05P5_WM793B_Skin_1299081,P-MTAB-44937,J132_EPB05P5_WM793B_Skin_1299081:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_B05,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_B05.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.4.zip,WM793B
J132_EPB06P5_YAPC_Pancreas_909904,Homo sapiens,YAPC,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB06P5_YAPC_Pancreas_909904,P-MTAB-44937,J132_EPB06P5_YAPC_Pancreas_909904:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_B06,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_B06.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.5.zip,YAPC
J132_EPB07P5_TE-10_Esophagus_753622,Homo sapiens,TE-10,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB07P5_TE-10_Esophagus_753622,P-MTAB-44937,J132_EPB07P5_TE-10_Esophagus_753622:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_B07,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_B07.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.5.zip,TE-10
J132_EPB08P5_TE-9_Esophagus_946353,Homo sapiens,TE-9,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB08P5_TE-9_Esophagus_946353,P-MTAB-44937,J132_EPB08P5_TE-9_Esophagus_946353:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_B08,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_B08.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.5.zip,TE-9
J132_EPB09P5_SLVL_Blood_1331032,Homo sapiens,SLVL,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB09P5_SLVL_Blood_1331032,P-MTAB-44937,J132_EPB09P5_SLVL_Blood_1331032:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_B09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_B09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.5.zip,SLVL
J132_EPB10P5_SNU-449_Liver_909738,Homo sapiens,SNU-449,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB10P5_SNU-449_Liver_909738,P-MTAB-44937,J132_EPB10P5_SNU-449_Liver_909738:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_B10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_B10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.5.zip,SNU-449
J132_EPB11P5_SW780_Bladder_687457,Homo sapiens,SW780,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB11P5_SW780_Bladder_687457,P-MTAB-44937,J132_EPB11P5_SW780_Bladder_687457:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_B11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_B11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip,SW780
J132_EPB12P5_SK-N-FI_Brain_688087,Homo sapiens,SK-N-FI,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB12P5_SK-N-FI_Brain_688087,P-MTAB-44937,J132_EPB12P5_SK-N-FI_Brain_688087:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_B12,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_B12.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip,SK-N-FI
J132_EPC01P5_MV-4-11_Blood_908156,Homo sapiens,MV-4-11,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC01P5_MV-4-11_Blood_908156,P-MTAB-44937,J132_EPC01P5_MV-4-11_Blood_908156:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_C01,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_C01.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip,MV-4-11
J132_EPC02P5_MZ1-PC_Pancreas_753595,Homo sapiens,MZ1-PC,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC02P5_MZ1-PC_Pancreas_753595,P-MTAB-44937,J132_EPC02P5_MZ1-PC_Pancreas_753595:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_C02,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_C02.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip,MZ1-PC
J132_EPC03P5_MOLT-4_Blood_905958,Homo sapiens,MOLT-4,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC03P5_MOLT-4_Blood_905958,P-MTAB-44937,J132_EPC03P5_MOLT-4_Blood_905958:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_C03,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_C03.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip,MOLT-4
J132_EPC04P5_UACC-893_Breast_909778,Homo sapiens,UACC-893,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC04P5_UACC-893_Breast_909778,P-MTAB-44937,J132_EPC04P5_UACC-893_Breast_909778:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_C04,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_C04.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip,UACC-893
J132_EPC05P5_WM278_Skin_1240226,Homo sapiens,WM278,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC05P5_WM278_Skin_1240226,P-MTAB-44937,J132_EPC05P5_WM278_Skin_1240226:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_C05,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_C05.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip,WM278
J132_EPC06P5_ZR-75-30_Breast_909907,Homo sapiens,ZR-75-30,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC06P5_ZR-75-30_Breast_909907,P-MTAB-44937,J132_EPC06P5_ZR-75-30_Breast_909907:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_C06,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_C06.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip,ZR-75-30
J132_EPC07P5_TOV-21G_Ovary_1240222,Homo sapiens,TOV-21G,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC07P5_TOV-21G_Ovary_1240222,P-MTAB-44937,J132_EPC07P5_TOV-21G_Ovary_1240222:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_C07,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_C07.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.8.zip,TOV-21G
J132_EPC08P5_TGBC11TKB_Stomach_909770,Homo sapiens,TGBC11TKB,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC08P5_TGBC11TKB_Stomach_909770,P-MTAB-44937,J132_EPC08P5_TGBC11TKB_Stomach_909770:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_C08,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_C08.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.8.zip,TGBC11TKB
J132_EPC09P5_SNB75_CNS_905982,Homo sapiens,SNB75,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC09P5_SNB75_CNS_905982,P-MTAB-44937,J132_EPC09P5_SNB75_CNS_905982:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_C09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_C09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.8.zip,SNB75
J132_EPC10P5_SW900_Lung:NSCLC_724879,Homo sapiens,SW900,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC10P5_SW900_Lung:NSCLC_724879,P-MTAB-44937,J132_EPC10P5_SW900_Lung:NSCLC_724879:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_C10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_C10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.8.zip,SW900
J132_EPC11P5_SK-HEP-1_Liver_909719,Homo sapiens,SK-HEP-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC11P5_SK-HEP-1_Liver_909719,P-MTAB-44937,J132_EPC11P5_SK-HEP-1_Liver_909719:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_C11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_C11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.8.zip,SK-HEP-1
J132_EPD04P5_VCaP_Prostate_1299075,Homo sapiens,VCaP,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD04P5_VCaP_Prostate_1299075,P-MTAB-44937,J132_EPD04P5_VCaP_Prostate_1299075:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_D04,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_D04.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.10.zip,VCaP
J132_EPD05P5_WSU-NHL_Blood_909785,Homo sapiens,WSU-NHL,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD05P5_WSU-NHL_Blood_909785,P-MTAB-44937,J132_EPD05P5_WSU-NHL_Blood_909785:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_D05,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_D05.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.10.zip,WSU-NHL
J132_EPD06P5_YKG-1_Brain_687592,Homo sapiens,YKG-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD06P5_YKG-1_Brain_687592,P-MTAB-44937,J132_EPD06P5_YKG-1_Brain_687592:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_D06,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_D06.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.10.zip,YKG-1
J132_EPD07P5_TE-12_Esophagus_946356,Homo sapiens,TE-12,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD07P5_TE-12_Esophagus_946356,P-MTAB-44937,J132_EPD07P5_TE-12_Esophagus_946356:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_D07,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_D07.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.10.zip,TE-12
J132_EPD08P5_THP-1_Blood_909771,Homo sapiens,THP-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD08P5_THP-1_Blood_909771,P-MTAB-44937,J132_EPD08P5_THP-1_Blood_909771:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_D08,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_D08.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.10.zip,THP-1
J132_EPD09P5_SNU-475_Liver_909739,Homo sapiens,SNU-475,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD09P5_SNU-475_Liver_909739,P-MTAB-44937,J132_EPD09P5_SNU-475_Liver_909739:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_D09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_D09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.11.zip,SNU-475
J132_EPD10P5_SUP-B15_Blood_1247871,Homo sapiens,SUP-B15,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD10P5_SUP-B15_Blood_1247871,P-MTAB-44937,J132_EPD10P5_SUP-B15_Blood_1247871:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_D10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_D10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.11.zip,SUP-B15
J132_EPD11P5_SK-OV-3_Ovary_905959,Homo sapiens,SK-OV-3,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD11P5_SK-OV-3_Ovary_905959,P-MTAB-44937,J132_EPD11P5_SK-OV-3_Ovary_905959:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_D11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_D11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.11.zip,SK-OV-3
J132_EPD12P5_ST486_Blood_910906,Homo sapiens,ST486,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD12P5_ST486_Blood_910906,P-MTAB-44937,J132_EPD12P5_ST486_Blood_910906:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_D12,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_D12.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.11.zip,ST486
J132_EPE06P5_U031_Kidney_905981,Homo sapiens,U031,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE06P5_U031_Kidney_905981,P-MTAB-44937,J132_EPE06P5_U031_Kidney_905981:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_E06,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_E06.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.13.zip,U031
J132_EPE07P5_TE-11_Esophagus_946354,Homo sapiens,TE-11,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE07P5_TE-11_Esophagus_946354,P-MTAB-44937,J132_EPE07P5_TE-11_Esophagus_946354:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_E07,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_E07.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.13.zip,TE-11
J132_EPE08P5_T-T_Esophagus_1299064,Homo sapiens,T-T,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE08P5_T-T_Esophagus_1299064,P-MTAB-44937,J132_EPE08P5_T-T_Esophagus_1299064:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_E08,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_E08.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.13.zip,T-T
J132_EPE09P5_SU-DHL-8_Blood_1331038,Homo sapiens,SU-DHL-8,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE09P5_SU-DHL-8_Blood_1331038,P-MTAB-44937,J132_EPE09P5_SU-DHL-8_Blood_1331038:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_E09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_E09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.13.zip,SU-DHL-8
J132_EPE10P5_SK-MEL-24_Skin_909725,Homo sapiens,SK-MEL-24,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE10P5_SK-MEL-24_Skin_909725,P-MTAB-44937,J132_EPE10P5_SK-MEL-24_Skin_909725:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_E10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_E10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,SK-MEL-24
J132_EPE11P5_SW837_Intestine_909755,Homo sapiens,SW837,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE11P5_SW837_Intestine_909755,P-MTAB-44937,J132_EPE11P5_SW837_Intestine_909755:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_E11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_E11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,SW837
J132_EPE12P5_T-24_Bladder_724812,Homo sapiens,T-24,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE12P5_T-24_Bladder_724812,P-MTAB-44937,J132_EPE12P5_T-24_Bladder_724812:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_E12,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_E12.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,T-24
J132_EPF01P5_MRK-nu-1_Breast_908151,Homo sapiens,MRK-nu-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF01P5_MRK-nu-1_Breast_908151,P-MTAB-44937,J132_EPF01P5_MRK-nu-1_Breast_908151:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_F01,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_F01.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,MRK-nu-1
J132_EPF02P5_MCF7_Breast_905946,Homo sapiens,MCF7,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF02P5_MCF7_Breast_905946,P-MTAB-44937,J132_EPF02P5_MCF7_Breast_905946:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994158987071513207_F02,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994158987071513207_F02.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,MCF7
